STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
39,89,754101,7421,40.088382,-82.438554
39,89,754102,2291,40.116838,-82.426269
39,89,754400,5948,40.156539,-82.289009
39,89,754700,6552,40.188032,-82.451127
39,89,755000,6569,40.205944,-82.615562
39,89,755300,7078,40.15175,-82.695727
39,89,755600,5186,40.086836,-82.669518
39,89,755900,6882,40.002696,-82.753948
39,89,756201,2444,39.945614,-82.764889
39,89,756202,8021,39.970477,-82.767678
39,89,756500,4466,40.004904,-82.688992
39,89,756800,7723,40.010604,-82.653503
39,89,757100,3852,39.996416,-82.605016
39,89,757400,6272,39.958293,-82.677186
39,89,757700,7446,40.076227,-82.515809
39,89,758300,2757,39.933595,-82.483761
39,89,758600,7086,39.963852,-82.371264
39,89,758900,5959,40.048153,-82.26824
39,89,759000,3371,40.050694,-82.401965
39,89,759100,7258,39.994761,-82.521081
39,91,3800,3862,40.442006,-83.62724
39,91,3900,4561,40.456434,-83.780187
39,91,4000,2536,40.499337,-83.86184
39,91,4100,2813,40.49992,-83.910848
39,91,4200,1898,40.470742,-83.893064
39,91,4300,5849,40.358242,-83.92821
39,91,4400,5117,40.351695,-83.76528
39,91,4500,4343,40.363098,-83.757492
39,91,4600,5086,40.359957,-83.741273
39,91,4700,5355,40.312416,-83.647191
39,91,4800,4438,40.284833,-83.777822
39,93,10200,4268,41.504281,-82.007974
39,93,10300,5261,41.502247,-82.031075
39,93,10400,2819,41.494868,-82.045851
39,93,13100,9693,41.441527,-81.997186
39,93,13200,11500,41.447742,-82.03918
39,93,21100,3336,41.492905,-82.081427
39,93,21200,5801,41.484626,-82.110094
39,93,22100,1930,41.4787,-82.141338
39,93,22200,2565,41.471824,-82.163409
39,93,22400,4150,41.462222,-82.18277
39,93,22500,1609,41.459157,-82.195569
39,93,22601,2798,41.450301,-82.212819
39,93,22800,4736,41.448433,-82.194168
39,93,23000,5359,41.470395,-82.142709
39,93,23100,3462,41.441766,-82.141008
39,93,23200,3071,41.443242,-82.161859
39,93,23300,2517,41.447601,-82.175186
39,93,23400,2084,41.436262,-82.193719
39,93,23500,2191,41.440378,-82.176472
39,93,23600,2845,41.442411,-82.120028
39,93,23700,5204,41.432722,-82.116913
39,93,23800,1720,41.424129,-82.122333
39,93,23900,1581,41.430562,-82.14765
39,93,24000,1764,41.425486,-82.156856
39,93,24100,2911,41.425539,-82.174582
39,93,24200,4391,41.423829,-82.194377
39,93,28100,3982,41.44633,-82.080859
39,93,30100,6545,41.416761,-82.323528
39,93,50100,3069,41.401075,-82.191121
39,93,50200,3447,41.410088,-82.216374
39,93,50300,7979,41.392349,-82.240168
39,93,50400,2419,41.397359,-82.216519
39,93,57100,3766,41.349672,-82.229388
39,93,60100,4023,41.291888,-82.20543
39,93,60200,5151,41.290968,-82.225807
39,93,70101,3596,41.395578,-82.085314
39,93,70102,5404,41.401936,-82.076522
39,93,70200,1929,41.412803,-82.124711
39,93,70300,3284,41.395739,-82.12848
39,93,70400,4776,41.384282,-82.125946
39,93,70500,3223,41.376998,-82.118248
39,93,70600,4495,41.378699,-82.089434
39,93,70700,2370,41.374326,-82.085642
39,93,70800,1124,41.367568,-82.109628
39,93,70901,2216,41.357229,-82.121389
39,93,70902,3422,41.361616,-82.155904
39,93,71000,2185,41.360326,-82.108611
39,93,71100,4439,41.360026,-82.095874
39,93,71201,4422,41.360688,-82.083096
39,93,71202,4383,41.350224,-82.079644
39,93,71300,4806,41.339489,-82.088061
39,93,71400,3188,41.351637,-82.10674
39,93,71500,2057,41.334561,-82.133923
39,93,77100,3609,41.303842,-82.098154
39,93,80101,2230,41.411928,-81.984399
39,93,80103,4520,41.404954,-82.011556
39,93,80104,3641,41.406317,-81.998697
39,93,80500,5973,41.403109,-82.044445
39,93,80600,5630,41.392348,-81.990358
39,93,80700,7471,41.362536,-82.01378
39,93,90100,3289,41.324242,-81.895048
39,93,90200,3751,41.318508,-81.941399
39,93,91100,3331,41.335348,-82.027677
39,93,91200,4506,41.295382,-82.009043
39,93,92100,2483,41.328292,-82.304748
39,93,93100,3245,41.2396,-82.264411
39,93,94100,7967,41.219145,-82.122602
39,93,95100,7935,41.266263,-82.038738
39,93,96100,6222,41.167894,-82.218475
39,93,97100,3055,41.122816,-82.266786
39,93,97200,7690,41.42969,-82.229028
39,93,97300,3309,41.455047,-82.175277
39,93,97400,10233,41.494202,-81.986502
39,93,990200,0,41.634774,-82.152621
39,95,200,4333,41.69738,-83.581007
39,95,300,4848,41.700088,-83.571798
39,95,400,3676,41.697849,-83.561212
39,95,600,4535,41.688848,-83.575826
39,95,700,5145,41.685611,-83.591467
39,95,800,1576,41.681469,-83.557975
39,95,900,2547,41.683531,-83.54777
39,95,1000,3776,41.683628,-83.535523
39,95,1100,2473,41.683985,-83.520781
39,95,1201,2246,41.696082,-83.494679
39,95,1202,3306,41.68208,-83.499469
39,95,1301,2694,41.66994,-83.6171
39,95,1302,2231,41.671237,-83.609255
39,95,1303,3157,41.674496,-83.595314
39,95,1400,1795,41.666093,-83.584688
39,95,1500,1661,41.672448,-83.573277
39,95,1600,3265,41.674615,-83.554349
39,95,1700,1795,41.671848,-83.539736
39,95,1800,2797,41.673695,-83.534424
39,95,1900,1728,41.675457,-83.526237
39,95,2000,1973,41.67087,-83.50939
39,95,2100,2903,41.665339,-83.560164
39,95,2200,1556,41.667192,-83.547971
39,95,2300,1500,41.662161,-83.544873
39,95,2401,3759,41.65802,-83.599327
39,95,2402,1684,41.659249,-83.585302
39,95,2500,2195,41.657959,-83.574654
39,95,2600,1345,41.656806,-83.564619
39,95,2700,1055,41.657288,-83.549113
39,95,2800,1611,41.654448,-83.537255
39,95,2900,1954,41.659667,-83.531077
39,95,3000,2202,41.663916,-83.521116
39,95,3100,1244,41.648886,-83.592655
39,95,3200,1412,41.649587,-83.580058
39,95,3300,1701,41.650952,-83.565174
39,95,3400,775,41.650212,-83.548377
39,95,3500,1529,41.644145,-83.578716
39,95,3600,1666,41.644847,-83.565618
39,95,3700,1409,41.646299,-83.549928
39,95,3900,5309,41.63205,-83.593516
39,95,4000,2184,41.633698,-83.57028
39,95,4200,1926,41.632525,-83.552894
39,95,4400,4138,41.626854,-83.581839
39,95,4501,2704,41.612908,-83.587457
39,95,4503,2587,41.592667,-83.6192
39,95,4504,3413,41.598326,-83.605658
39,95,4600,2478,41.663074,-83.49143
39,95,4701,3046,41.652163,-83.510237
39,95,4702,3829,41.647935,-83.502237
39,95,4800,3467,41.641738,-83.522025
39,95,4900,3045,41.638964,-83.511361
39,95,5000,1870,41.640362,-83.501698
39,95,5100,4740,41.634426,-83.523157
39,95,5200,3475,41.622269,-83.523641
39,95,5300,2082,41.627134,-83.51089
39,95,5400,3227,41.627936,-83.559991
39,95,5501,3018,41.723402,-83.469487
39,95,5502,3043,41.710302,-83.479403
39,95,5503,2217,41.705736,-83.492799
39,95,5600,5412,41.721177,-83.495748
39,95,5701,3481,41.726183,-83.564875
39,95,5702,4818,41.714405,-83.557308
39,95,5703,2544,41.703867,-83.553661
39,95,5801,3460,41.724696,-83.593359
39,95,5802,4762,41.71394,-83.594746
39,95,5901,2580,41.725036,-83.614558
39,95,5902,4103,41.71303,-83.61426
39,95,6000,2420,41.699367,-83.617911
39,95,6100,3180,41.699811,-83.608694
39,95,6200,2504,41.699003,-83.598518
39,95,6300,3002,41.687884,-83.602182
39,95,6400,2417,41.688647,-83.612516
39,95,6500,2279,41.681139,-83.613568
39,95,6600,2625,41.648041,-83.617459
39,95,6700,1673,41.648285,-83.601747
39,95,6800,4877,41.620444,-83.616964
39,95,6900,2570,41.604953,-83.617396
39,95,7001,4136,41.581955,-83.634032
39,95,7002,1981,41.576289,-83.625886
39,95,7101,4336,41.582481,-83.653046
39,95,7102,3812,41.564468,-83.656988
39,95,7202,3697,41.598957,-83.647302
39,95,7203,4063,41.604708,-83.632447
39,95,7204,4187,41.600769,-83.679872
39,95,7205,5101,41.598737,-83.664683
39,95,7301,4744,41.624127,-83.677069
39,95,7302,3620,41.633737,-83.65057
39,95,7303,5037,41.620846,-83.648372
39,95,7400,5477,41.645822,-83.641942
39,95,7500,4053,41.658232,-83.6495
39,95,7600,4579,41.6679,-83.639739
39,95,7700,3362,41.680113,-83.632873
39,95,7800,3807,41.699796,-83.633835
39,95,7901,2121,41.723897,-83.633872
39,95,7902,5540,41.713852,-83.634282
39,95,8000,4073,41.71607,-83.653308
39,95,8100,3911,41.718559,-83.676593
39,95,8201,4673,41.721101,-83.719994
39,95,8202,5880,41.710035,-83.720522
39,95,8203,7507,41.697497,-83.712626
39,95,8301,5809,41.69763,-83.66489
39,95,8302,1636,41.683736,-83.652997
39,95,8400,4814,41.675778,-83.68402
39,95,8500,3905,41.660311,-83.680401
39,95,8600,5397,41.645287,-83.681635
39,95,8700,8135,41.643422,-83.706425
39,95,8800,7328,41.606399,-83.70272
39,95,8901,5211,41.521268,-83.798688
39,95,8902,6125,41.502656,-83.7321
39,95,9000,12417,41.564991,-83.732198
39,95,9101,4345,41.637625,-83.741804
39,95,9102,5399,41.608458,-83.733625
39,95,9201,7860,41.692784,-83.755053
39,95,9202,7406,41.672727,-83.708939
39,95,9300,1598,41.690305,-83.823859
39,95,9400,2616,41.632244,-83.807514
39,95,9500,3012,41.564688,-83.848539
39,95,9600,3361,41.477321,-83.849311
39,95,9700,3100,41.648714,-83.309187
39,95,9800,4405,41.663511,-83.408739
39,95,9900,4455,41.641945,-83.452279
39,95,10001,4115,41.65003,-83.477876
39,95,10002,3303,41.640352,-83.480586
39,95,10100,4145,41.627222,-83.486063
39,95,10200,2422,41.618606,-83.595267
39,95,10300,2256,41.636691,-83.549992
39,95,10400,3981,41.657632,-83.615881
39,95,990000,0,41.824615,-83.163757
39,97,40101,2282,40.050319,-83.334574
39,97,40102,5091,40.092846,-83.26647
39,97,40201,2757,39.958917,-83.493129
39,97,40202,2655,39.985458,-83.402052
39,97,40400,2612,39.958931,-83.295991
39,97,40500,4528,39.937267,-83.278164
39,97,40600,5448,39.899572,-83.439111
39,97,40700,3095,39.884275,-83.445415
39,97,41000,4949,39.912796,-83.480522
39,97,41100,4761,39.867014,-83.385514
39,97,41200,3043,39.729554,-83.275465
39,97,41300,2214,39.757889,-83.496493
39,99,800300,1266,41.109286,-80.604044
39,99,800400,951,41.120608,-80.603562
39,99,800500,4375,41.123734,-80.626789
39,99,800600,1403,41.104428,-80.623622
39,99,801000,1628,41.078566,-80.640948
39,99,801100,2338,41.066618,-80.640595
39,99,801200,1618,41.070714,-80.629993
39,99,801300,2330,41.064258,-80.616657
39,99,801400,2101,41.055181,-80.62274
39,99,801500,1898,41.05716,-80.654663
39,99,801600,3021,41.065729,-80.652563
39,99,801700,1257,41.081037,-80.651277
39,99,802100,1139,41.081233,-80.660179
39,99,802300,1033,41.077046,-80.670135
39,99,802400,2890,41.066173,-80.668784
39,99,802500,1504,41.075206,-80.679635
39,99,802600,1806,41.096422,-80.684057
39,99,802701,3153,41.072589,-80.705474
39,99,802702,2854,41.069445,-80.692021
39,99,802800,2716,41.096575,-80.699307
39,99,802900,2486,41.104919,-80.695572
39,99,803000,1970,41.109691,-80.69694
39,99,804000,2395,41.115623,-80.645906
39,99,804100,1455,41.121213,-80.656324
39,99,804200,2200,41.130224,-80.653822
39,99,804300,968,41.128543,-80.641789
39,99,810100,4305,41.078003,-80.582814
39,99,810200,2147,41.084527,-80.60199
39,99,810300,1755,41.071134,-80.589433
39,99,810600,3104,41.056893,-80.603249
39,99,810700,5346,41.047381,-80.601136
39,99,810800,2265,41.049626,-80.583555
39,99,810900,2244,41.075202,-80.542361
39,99,811001,4119,41.032908,-80.597146
39,99,811002,7499,41.005097,-80.590874
39,99,811100,1155,41.039819,-80.53953
39,99,811200,2487,41.022847,-80.610097
39,99,811300,6380,41.04621,-80.640639
39,99,811400,3387,41.052421,-80.666856
39,99,811500,5759,41.048379,-80.698535
39,99,811600,3642,41.033296,-80.68058
39,99,811700,2602,41.033391,-80.667859
39,99,811800,1600,41.035823,-80.659952
39,99,811901,4433,41.033448,-80.637303
39,99,811902,3320,41.007039,-80.63622
39,99,812001,5666,41.004405,-80.667983
39,99,812002,4100,41.014301,-80.692407
39,99,812100,9699,41.034267,-80.746266
39,99,812200,6465,41.030198,-80.762507
39,99,812301,3911,41.094702,-80.722318
39,99,812302,6475,41.076226,-80.721856
39,99,812400,2888,41.110287,-80.724536
39,99,812500,5529,41.11422,-80.76493
39,99,812601,4249,41.091069,-80.742768
39,99,812602,5279,41.072331,-80.742272
39,99,812603,8391,41.085093,-80.776177
39,99,812700,2114,41.096595,-80.861045
39,99,812800,3759,41.102154,-80.969986
39,99,812900,4339,41.025795,-80.90352
39,99,813000,4531,40.933054,-81.029045
39,99,813200,4399,40.920591,-81.021752
39,99,813300,3241,40.940139,-80.915136
39,99,813400,3538,40.943372,-80.793326
39,99,813500,7377,40.950097,-80.681209
39,99,813600,8324,40.954651,-80.573465
39,99,813700,3080,41.096463,-80.633732
39,99,813800,3067,41.104904,-80.587557
39,99,813900,2150,41.089414,-80.667259
39,99,814000,3340,41.115875,-80.661161
39,99,814100,2608,41.116545,-80.696172
39,101,100,1262,40.586856,-83.132285
39,101,200,3425,40.595092,-83.139667
39,101,300,2352,40.582988,-83.150495
39,101,400,3985,40.572639,-83.148621
39,101,501,2711,40.579186,-83.135362
39,101,502,2440,40.581492,-83.125997
39,101,600,4665,40.571788,-83.111285
39,101,700,2529,40.585259,-83.108628
39,101,800,2421,40.590814,-83.107581
39,101,900,4648,40.598998,-83.122523
39,101,1000,3156,40.577926,-83.084587
39,101,1100,2440,40.607948,-83.116455
39,101,10100,5181,40.615152,-82.994944
39,101,10201,5231,40.648543,-83.154341
39,101,10202,4760,40.61674,-83.113391
39,101,10300,5357,40.567042,-83.302256
39,101,10400,4694,40.542795,-83.122765
39,101,10500,5244,40.479863,-83.120414
39,103,400100,7646,41.246731,-81.742992
39,103,402000,5127,41.232468,-81.926684
39,103,403001,3250,41.165944,-82.018797
39,103,403002,2911,41.175676,-81.92615
39,103,404000,3970,41.174333,-81.822299
39,103,405000,4445,41.167706,-81.733715
39,103,406000,5211,41.098523,-81.738082
39,103,407000,6005,41.098876,-81.827627
39,103,408001,2752,41.144647,-81.853657
39,103,408002,1801,41.144359,-81.817974
39,103,408003,2977,41.159026,-81.852303
39,103,408100,7332,41.153233,-81.875535
39,103,408201,4220,41.128667,-81.88931
39,103,408202,5517,41.119387,-81.873596
39,103,408301,3620,41.131561,-81.825254
39,103,408302,10213,41.120971,-81.846317
39,103,409001,2265,41.096568,-82.024061
39,103,409002,4792,41.090824,-81.925637
39,103,410000,4157,41.071982,-82.126023
39,103,411001,1718,41.028185,-82.027644
39,103,411002,2864,41.035413,-82.008486
39,103,412000,4114,41.031944,-81.923371
39,103,413000,5614,41.024157,-81.838414
39,103,415100,3788,41.26106,-81.794193
39,103,415200,4265,41.249492,-81.812719
39,103,415300,4600,41.247323,-81.831846
39,103,415400,4579,41.24968,-81.851073
39,103,415800,6651,41.255426,-81.866787
39,103,416000,5653,41.232294,-81.817162
39,103,416100,4863,41.220092,-81.819804
39,103,416200,3762,41.228708,-81.852558
39,103,416300,2602,41.272423,-81.822189
39,103,416400,3390,41.265425,-81.827289
39,103,417000,8428,41.042653,-81.741167
39,103,417100,6307,41.035305,-81.715439
39,103,417200,6806,41.012946,-81.71561
39,103,417300,4117,41.014041,-81.745994
39,105,964100,4209,39.121098,-81.84896
39,105,964200,4808,39.114061,-82.049852
39,105,964300,4808,39.080023,-82.194613
39,105,964400,3521,39.005035,-82.054234
39,105,964500,3092,39.02507,-81.997448
39,105,964600,3332,38.973162,-81.878216
39,107,967200,3769,40.687431,-84.613914
39,107,967300,4417,40.590273,-84.641376
39,107,967400,4602,40.55194,-84.584054
39,107,967500,5296,40.560232,-84.558704
39,107,967600,2785,40.545633,-84.543784
39,107,967700,6168,40.484092,-84.632146
39,107,967800,1951,40.498811,-84.523472
39,107,967900,6825,40.415672,-84.568367
39,107,968000,5001,40.418268,-84.744277
39,109,300100,4464,40.15851,-84.214849
39,109,315001,3985,40.156145,-84.273577
39,109,315002,4384,40.135521,-84.267035
39,109,315100,5994,40.155799,-84.248604
39,109,315300,5219,40.139188,-84.248108
39,109,320100,3594,40.136795,-84.391546
39,109,325000,2855,40.118278,-84.35055
39,109,330100,3399,40.04985,-84.35696
39,109,340100,5085,39.971432,-84.35307
39,109,345000,4810,39.955998,-84.329375
39,109,350100,7940,39.95953,-84.211385
39,109,355001,5868,39.961048,-84.184438
39,109,355002,1745,39.960067,-84.171808
39,109,365000,8618,40.053851,-84.237794
39,109,365101,3494,40.064353,-84.193326
39,109,365102,5118,40.04873,-84.179779
39,109,365200,3908,40.03115,-84.200119
39,109,365301,5439,40.035313,-84.22417
39,109,365302,5866,40.011772,-84.227263
39,109,380100,5802,39.916652,-84.099232
39,109,390100,4919,40.074035,-84.092628
39,111,966600,3619,39.711867,-80.906934
39,111,966700,3773,39.82906,-81.109757
39,111,966800,3931,39.76107,-81.123348
39,111,966900,3319,39.650177,-81.118382
39,113,100,3053,39.796967,-84.262065
39,113,200,2433,39.785439,-84.260497
39,113,300,1957,39.783614,-84.24806
39,113,400,4263,39.77762,-84.239754
39,113,500,3968,39.786282,-84.229244
39,113,600,1840,39.773838,-84.225436
39,113,700,2615,39.767152,-84.223664
39,113,801,3964,39.789517,-84.219767
39,113,802,2383,39.781045,-84.215011
39,113,900,3133,39.77325,-84.208917
39,113,1000,1356,39.764395,-84.211579
39,113,1100,4245,39.791927,-84.210091
39,113,1200,1325,39.775402,-84.200374
39,113,1501,3866,39.758492,-84.189714
39,113,1600,2072,39.798129,-84.198925
39,113,1700,763,39.776168,-84.18307
39,113,1800,6117,39.783316,-84.166396
39,113,1900,4456,39.76055,-84.164959
39,113,2000,3031,39.770377,-84.144079
39,113,2200,2903,39.750928,-84.166991
39,113,2300,3144,39.761231,-84.151132
39,113,2400,2469,39.759991,-84.143209
39,113,2500,5063,39.758012,-84.130616
39,113,2600,5565,39.747012,-84.148705
39,113,2700,1993,39.743963,-84.1349
39,113,2800,2160,39.733661,-84.119089
39,113,2900,4076,39.730398,-84.135068
39,113,3000,2717,39.734624,-84.147545
39,113,3100,2703,39.726602,-84.149253
39,113,3201,3442,39.725604,-84.158193
39,113,3300,4793,39.743265,-84.160074
39,113,3402,3904,39.738266,-84.178574
39,113,3403,3481,39.737922,-84.173556
39,113,3404,2291,39.748846,-84.181301
39,113,3500,2381,39.740569,-84.21154
39,113,3800,3231,39.762936,-84.242624
39,113,3900,2373,39.754983,-84.242659
39,113,4100,2517,39.7402,-84.228946
39,113,4200,2447,39.741632,-84.242141
39,113,4300,2036,39.729772,-84.244288
39,113,4400,2252,39.752652,-84.261075
39,113,4600,1500,39.740044,-84.256249
39,113,10100,2129,39.718358,-84.177061
39,113,10200,7073,39.719128,-84.168247
39,113,20100,2863,39.716692,-84.194648
39,113,20200,2893,39.700116,-84.199621
39,113,20300,2628,39.698589,-84.177019
39,113,20400,6568,39.682613,-84.193627
39,113,20500,1427,39.684026,-84.163362
39,113,20601,1843,39.684677,-84.152156
39,113,20602,1607,39.67579,-84.155797
39,113,20700,3139,39.693058,-84.156006
39,113,20800,2381,39.701014,-84.159877
39,113,20900,2630,39.709567,-84.15702
39,113,21000,1741,39.712371,-84.146949
39,113,21100,3286,39.720153,-84.133242
39,113,21200,1735,39.711217,-84.136532
39,113,21301,2848,39.715521,-84.118095
39,113,21302,2258,39.703293,-84.113553
39,113,21400,2616,39.694342,-84.117641
39,113,21501,2863,39.697766,-84.13425
39,113,21502,1598,39.696154,-84.142697
39,113,21601,2047,39.679048,-84.128164
39,113,21602,3359,39.681388,-84.114501
39,113,21700,2471,39.674347,-84.133232
39,113,21800,2113,39.662698,-84.132736
39,113,21900,2067,39.662509,-84.121772
39,113,30100,4650,39.687706,-84.217511
39,113,30200,2496,39.693469,-84.241408
39,113,40101,1880,39.664485,-84.171074
39,113,40102,2087,39.663271,-84.19097
39,113,40103,2643,39.652573,-84.168076
39,113,40201,2811,39.666623,-84.146271
39,113,40203,2734,39.65167,-84.118367
39,113,40204,4603,39.651525,-84.138289
39,113,40302,5484,39.628566,-84.151536
39,113,40303,5079,39.628432,-84.126107
39,113,40305,2948,39.590727,-84.144567
39,113,40306,5237,39.605181,-84.14027
39,113,40401,5100,39.639084,-84.182356
39,113,40403,4140,39.620573,-84.170206
39,113,40405,5717,39.621222,-84.195648
39,113,40406,6144,39.600383,-84.185945
39,113,50101,4099,39.659073,-84.229108
39,113,50103,8833,39.606323,-84.218714
39,113,50104,2525,39.642229,-84.214011
39,113,50105,4592,39.66146,-84.214825
39,113,50301,3304,39.676616,-84.246609
39,113,50302,5324,39.661989,-84.252842
39,113,50303,3932,39.647258,-84.23888
39,113,50401,5163,39.646959,-84.261299
39,113,50402,2250,39.646369,-84.280507
39,113,50502,2891,39.617962,-84.278669
39,113,50503,6453,39.630652,-84.267164
39,113,50504,6358,39.613194,-84.244454
39,113,50600,3835,39.629273,-84.301564
39,113,60100,2887,39.708235,-84.312725
39,113,60200,1755,39.740258,-84.296099
39,113,60300,3757,39.730702,-84.267704
39,113,70101,4175,39.81012,-84.316647
39,113,70102,3569,39.826628,-84.273357
39,113,70201,1571,39.753732,-84.29052
39,113,70202,2035,39.75624,-84.269462
39,113,70300,2776,39.768467,-84.272147
39,113,70400,2539,39.789373,-84.308083
39,113,70500,4365,39.805227,-84.307059
39,113,70600,1198,39.807358,-84.282648
39,113,70700,3415,39.809234,-84.265262
39,113,80100,5823,39.807792,-84.245789
39,113,80200,2766,39.82504,-84.232203
39,113,80300,2190,39.804469,-84.22708
39,113,80400,3216,39.8062,-84.213732
39,113,80500,6624,39.822698,-84.200296
39,113,80600,1573,39.797078,-84.186435
39,113,80700,2135,39.814293,-84.177619
39,113,90302,6296,39.801869,-84.130442
39,113,90303,3480,39.830644,-84.104496
39,113,90304,6583,39.815064,-84.115267
39,113,90600,3556,39.774081,-84.129101
39,113,90700,1437,39.762664,-84.115929
39,113,90800,1334,39.762154,-84.105369
39,113,90900,3537,39.752006,-84.108903
39,113,91000,2550,39.742637,-84.117743
39,113,91100,3013,39.768587,-84.108978
39,113,100101,6313,39.85243,-84.147851
39,113,100102,5787,39.878236,-84.117034
39,113,100201,4593,39.865474,-84.121527
39,113,100202,2575,39.855884,-84.133119
39,113,100203,4828,39.854489,-84.118845
39,113,100301,4426,39.840483,-84.129441
39,113,100302,3243,39.829796,-84.131617
39,113,100400,4759,39.846112,-84.103582
39,113,110100,1317,39.900897,-84.266865
39,113,110201,4614,39.851719,-84.227424
39,113,110202,3047,39.847607,-84.200792
39,113,115002,4073,39.890797,-84.178125
39,113,115011,5465,39.887227,-84.203889
39,113,115012,5416,39.873792,-84.206072
39,113,120101,5293,39.852619,-84.323813
39,113,120102,4736,39.844371,-84.282633
39,113,120103,3009,39.841412,-84.260115
39,113,125000,6306,39.900694,-84.319608
39,113,125101,7161,39.865641,-84.314193
39,113,125102,6262,39.865504,-84.30163
39,113,130101,2474,39.895461,-84.415185
39,113,130102,6406,39.841874,-84.415577
39,113,140100,5999,39.788304,-84.414106
39,113,150100,6335,39.717263,-84.406944
39,113,160100,1906,39.615215,-84.420285
39,113,165000,6523,39.628721,-84.363053
39,113,165100,2687,39.754252,-84.220069
39,113,165200,1669,39.766443,-84.202331
39,113,980000,0,39.77955,-84.108781
39,115,968800,3296,39.641968,-81.761377
39,115,968900,4007,39.652607,-81.856133
39,115,969000,4271,39.633123,-81.985368
39,115,969100,3480,39.531226,-81.830606
39,117,965000,4292,40.671974,-82.75406
39,117,965100,4643,40.603654,-82.71464
39,117,965200,7089,40.559397,-82.845302
39,117,965300,6321,40.480368,-82.898214
39,117,965400,6115,40.47552,-82.72919
39,117,965500,6367,40.388449,-82.78782
39,119,911000,4565,40.045381,-81.88334
39,119,911100,5879,40.087074,-82.023014
39,119,911200,6644,40.071207,-82.108349
39,119,911300,5938,39.940926,-82.134015
39,119,911400,3804,39.940768,-82.031782
39,119,911500,4985,39.98369,-82.033826
39,119,911600,5965,39.988414,-82.00891
39,119,911700,3375,39.964699,-82.01095
39,119,911800,3241,39.95469,-82.01254
39,119,911900,2869,39.94751,-81.989449
39,119,912000,3138,39.922998,-81.992379
39,119,912100,3748,39.925056,-82.010828
39,119,912200,3586,39.926701,-82.022774
39,119,912300,4289,39.905263,-82.022005
39,119,912400,4256,39.888361,-82.050493
39,119,912500,4871,39.825737,-82.00246
39,119,912600,3322,39.860596,-81.872578
39,119,912700,5533,39.942338,-81.930839
39,119,912800,6066,39.986201,-81.77087
39,121,968300,4051,39.856177,-81.401466
39,121,968400,7384,39.757451,-81.532453
39,121,968500,3210,39.697552,-81.481868
39,123,50100,633,41.649834,-82.823999
39,123,50201,1906,41.543952,-82.852005
39,123,50202,1692,41.572428,-82.841159
39,123,50301,2867,41.522594,-82.805549
39,123,50302,2301,41.531862,-82.746815
39,123,50500,3213,41.50906,-82.929367
39,123,50600,3293,41.506581,-82.95127
39,123,50700,3450,41.51222,-83.141619
39,123,50800,4056,41.534462,-83.121725
39,123,50900,5659,41.51668,-83.2617
39,123,51000,5058,41.530243,-83.360194
39,123,51100,3780,41.597485,-83.362679
39,123,51200,3520,41.50744,-82.974218
39,125,960100,3123,41.185296,-84.455748
39,125,960200,4339,41.198859,-84.708522
39,125,960300,4219,41.074672,-84.687722
39,125,960400,4100,41.143058,-84.581956
39,125,960500,3833,41.065279,-84.438398
39,127,965800,7221,39.884351,-82.359894
39,127,965900,6975,39.790029,-82.28593
39,127,966000,5032,39.780066,-82.094461
39,127,966100,4607,39.662994,-82.100456
39,127,966200,6073,39.71283,-82.209085
39,127,966300,6150,39.648382,-82.266943
39,129,20100,1825,39.597974,-82.946958
39,129,20200,2645,39.596963,-82.937108
39,129,20310,4820,39.61,-82.933014
39,129,20320,3447,39.627083,-82.936126
39,129,20400,2722,39.581151,-82.945296
39,129,21100,7559,39.667718,-82.890858
39,129,21200,7593,39.731301,-82.963693
39,129,21300,3598,39.794977,-83.148196
39,129,21401,3366,39.767837,-83.191909
39,129,21402,6335,39.775491,-83.059559
39,129,21500,3267,39.667425,-83.116423
39,129,21600,3555,39.566947,-83.145963
39,129,21700,4966,39.526719,-82.842686
39,131,952200,5757,39.016714,-82.901947
39,131,952300,5497,39.075006,-83.001241
39,131,952400,3330,39.135618,-82.966503
39,131,952500,3744,39.134426,-82.999161
39,131,952600,5918,39.137775,-83.17692
39,131,952700,4463,39.029711,-83.16176
39,133,600102,3817,41.314618,-81.147143
39,133,600103,5473,41.298563,-81.068754
39,133,600200,5854,41.307239,-81.242357
39,133,600301,8894,41.330248,-81.36022
39,133,600302,6654,41.301832,-81.347851
39,133,600401,6695,41.260343,-81.359831
39,133,600402,4668,41.22613,-81.344511
39,133,600403,4842,41.254512,-81.333168
39,133,600500,5670,41.241794,-81.258361
39,133,600602,2843,41.243832,-81.14687
39,133,600603,4074,41.24593,-81.047386
39,133,600703,1799,41.161499,-81.161094
39,133,600704,1744,41.16186,-81.039725
39,133,600705,2586,41.093296,-81.148142
39,133,600706,2919,41.098247,-81.047237
39,133,600800,3409,41.164343,-81.232711
39,133,600901,4100,41.165104,-81.257082
39,133,600902,5505,41.147746,-81.258645
39,133,601000,2613,41.151611,-81.23548
39,133,601100,5306,41.171223,-81.25198
39,133,601200,4930,41.158901,-81.342387
39,133,601300,6899,41.161841,-81.375138
39,133,601400,4584,41.145094,-81.372799
39,133,601501,2118,41.147087,-81.354403
39,133,601502,7117,41.149005,-81.339102
39,133,601503,4402,41.141347,-81.33801
39,133,601600,4071,41.177652,-81.332188
39,133,601701,5714,41.118414,-81.347862
